 лиент. од	ќтклик	¬еро€тность визита	ѕризнак тестового множества	“ип клиента
396192	True	0.0360664517978291	False	“ип 2
397407	True	0.1705970074591	False	“ип 2
400297	False	0.00979619377034654	False	“ип 1
442542	False	0.0106591936230102	False	“ип 1
454702	False	0.0343725142853463	False	“ип 2
467812	False	0.0481208976737514	False	“ип 2
473596	False	0.0514991825775796	False	“ип 2
479403	False	0.00375063616004783	False	“ип 1
500100	True	0.355390791417626	False	“ип 2
502316	True	0.0140011826714516	False	“ип 2
503053	False	0.0430704349243777	False	“ип 2
528102	False	0.0332154670661917	False	“ип 2
543683	False	0.00409130878958533	False	“ип 2
553115	False	0.124145623025249	False	“ип 2
580287	True	0.0219483597403617	False	“ип 2
601969	False	0.00407228581243338	False	“ип 1
604011	False	0.0658331419075114	False	“ип 1
606316	True	0.123061960810378	False	“ип 2
607118	False	0.0514991825775796	False	“ип 1
610283	False	0.0148516534058638	False	“ип 2
633380	False	0.00407228581243338	False	“ип 1
642568	True	0.010609957902728	False	“ип 2
663603	False	0.0359041168384844	False	“ип 1
667692	False	0.0151589053105926	False	“ип 2
691178	True	0.0362873958344303	False	“ип 1
711616	False	0.0433323567378943	False	“ип 2
714054	False	0.0468002830154994	False	“ип 1
723185	False	0.127045194077482	False	“ип 2
741779	False	0.00441268714126442	False	“ип 2
749044	False	0.00375063616004783	False	“ип 2
779199	False	0.0497495493802032	False	“ип 1
826758	True	0.126507111152169	False	“ип 2
830380	False	0.0415946023267173	False	“ип 1
842486	False	0.0540251460064705	False	“ип 2
848085	True	0.347094865892047	False	“ип 1
851396	False	0.0452026822494792	False	“ип 2
853291	False	0.0468002830154994	False	“ип 1
871095	True	0.399427768907382	False	“ип 2
875694	False	0.00902653863921391	False	“ип 2
876623	False	0.0238947355891983	False	“ип 1
878812	False	0.0175892199546925	False	“ип 1
889199	True	0.347094865892047	False	“ип 1
899186	False	0.00425559313940782	False	“ип 1
919551	True	0.149342833648878	False	“ип 2
943517	False	0.0415946023267173	False	“ип 2
951897	True	0.1705970074591	False	“ип 2
956635	True	0.00531828077010863	False	“ип 2
966932	False	0.0415946023267173	False	“ип 2
994332	False	0.0346649467677935	False	“ип 1
1009060	False	0.0153938508908366	False	“ип 2
1011243	True	0.00441268714126442	False	“ип 2
1011669	False	0.0481208976737514	False	“ип 2
1018361	False	0.00375063616004783	False	“ип 2
1029592	True	0.0559162987137686	False	“ип 1
1030302	False	0.00425559313940782	False	“ип 1
1061348	False	0.0323532998419159	False	“ип 2
1070460	True	0.0332154670661917	False	“ип 1
1084607	False	0.0384968407846561	False	“ип 2
1094955	True	0.1705970074591	False	“ип 2
1097474	True	0.155879196032775	False	“ип 2
1101579	False	0.0415946023267173	False	“ип 1
1103288	True	0.0514991825775796	False	“ип 2
1104136	True	0.137005989143902	False	“ип 1
1108646	False	0.0277675660615006	False	“ип 2
1115014	False	0.297169365322278	False	“ип 2
1117629	False	0.0757626931534137	False	“ип 1
1143662	False	0.040034401492661	False	“ип 2
1162020	False	0.0783517450682887	False	“ип 2
1176846	True	0.145669428559953	False	“ип 2
1214039	True	0.0332154670661917	False	“ип 2
1214934	False	0.0430704349243777	False	“ип 2
1276417	True	0.0514991825775796	False	“ип 2
1303252	False	0.0128302059744728	False	“ип 2
1311360	False	0.010609957902728	False	“ип 2
1312375	False	0.0398673327275397	False	“ип 2
1334131	False	0.0658331419075114	False	“ип 2
1348957	True	0.149342833648878	False	“ип 2
1349643	True	0.0514991825775796	False	“ип 2
1353292	False	0.00883585837261264	False	“ип 2
1366874	False	0.010609957902728	False	“ип 2
1403478	False	0.0368229441252154	False	“ип 1
1404458	False	0.0153938508908366	False	“ип 2
1407228	False	0.0182629992752379	False	“ип 1
1408038	True	0.0359041168384844	False	“ип 1
1438069	True	0.0129054610056229	False	“ип 1
1439030	False	0.0106591936230102	False	“ип 1
1467158	False	0.0999835004244794	False	“ип 2
1472623	False	0.0168722708247246	False	“ип 1
1487604	False	0.00944926310999715	False	“ип 2
1514946	False	0.0108887896959737	False	“ип 2
1522744	False	0.0175892199546925	False	“ип 2
1529536	True	0.0452026822494792	False	“ип 1
1533258	True	0.145669428559953	False	“ип 1
1620797	True	0.127045194077482	False	“ип 2
1645110	True	0.399427768907382	False	“ип 2
1652990	False	0.00443329316588916	False	“ип 2
1657844	False	0.00642044361975746	False	“ип 1
1670514	False	0.0355532317234854	False	“ип 2
1741195	False	0.0783517450682887	False	“ип 2
1745654	True	0.0514991825775796	False	“ип 2
1762605	False	0.00375063616004783	False	“ип 2
1763474	False	0.00375063616004783	False	“ип 2
1771388	True	0.145669428559953	False	“ип 2
1781979	False	0.00902653863921391	False	“ип 2
1786164	False	0.0153938508908366	False	“ип 2
1802194	True	0.0108887896959737	False	“ип 2
1815989	True	0.0514991825775796	False	“ип 2
1857045	True	0.390726976754912	False	“ип 1
1860585	True	0.014624860091132	False	“ип 2
1868780	False	0.0277675660615006	False	“ип 2
1873539	False	0.0497495493802032	False	“ип 2
1882015	False	0.0468002830154994	False	“ип 1
1893505	False	0.00361702589528474	False	“ип 2
1917439	False	0.0306628126917598	False	“ип 2
1939297	False	0.00513866188421661	False	“ип 1
1952552	False	0.0402216191539083	False	“ип 1
1953516	False	0.0153938508908366	False	“ип 1
1954504	False	0.0430704349243777	False	“ип 2
1988824	False	0.00902653863921391	False	“ип 2
1991744	False	0.0308022070250951	False	“ип 2
1996495	True	0.0402216191539083	False	“ип 1
2009935	False	0.0123428666191531	False	“ип 2
2015668	True	0.0658331419075114	False	“ип 1
2024128	True	0.0999835004244794	False	“ип 2
2053047	True	0.0402216191539083	False	“ип 2
2056623	False	0.149342833648878	False	“ип 2
2095491	True	0.0514991825775796	False	“ип 2
2196948	False	0.010609957902728	False	“ип 2
2200279	False	0.00642044361975746	False	“ип 2
2235056	True	0.0540251460064705	False	“ип 2
2238446	False	0.0514991825775796	False	“ип 1
2252104	True	0.144776447538212	False	“ип 2
2263890	False	0.00407228581243338	False	“ип 2
2272474	True	0.399427768907382	False	“ип 2
2284065	True	0.390726976754912	False	“ип 1
2327007	False	0.0148516534058638	False	“ип 2
2345242	False	0.0219483597403617	False	“ип 1
2360020	False	0.0309973755463638	False	“ип 2
2365723	False	0.0343725142853463	False	“ип 2
2387123	False	0.00338761270415941	False	“ип 2
2390949	False	0.0140011826714516	False	“ип 1
2395363	False	0.00642044361975746	False	“ип 2
2423170	True	0.0306628126917598	False	“ип 1
2428547	False	0.0398673327275397	False	“ип 2
2428563	False	0.0168722708247246	False	“ип 2
2513684	True	0.0346649467677935	False	“ип 2
2681226	False	0.0999835004244794	False	“ип 2
2791471	False	0.00532817968432443	False	“ип 1
2844192	False	0.00367099333917891	False	“ип 2
2850850	False	0.0415946023267173	False	“ип 2
2859114	False	0.0219483597403617	False	“ип 1
2870010	True	0.0418479417279833	False	“ип 1
2870738	False	0.00883585837261264	False	“ип 1
2912872	False	0.0564787294066794	False	“ип 1
2935112	False	0.144776447538212	False	“ип 2
2951029	False	0.014624860091132	False	“ип 2
2956632	False	0.00375063616004783	False	“ип 2
2963388	True	0.0219483597403617	False	“ип 1
2981823	False	0.0335127040757788	False	“ип 2
2989123	False	0.0129054610056229	False	“ип 2
2997940	True	0.0559162987137686	False	“ип 1
3000567	False	0.00407228581243338	False	“ип 2
3003442	True	0.107475917116489	False	“ип 2
3013030	True	0.318939572412996	False	“ип 2
3027457	False	0.0359041168384844	False	“ип 2
3045765	True	0.1705970074591	False	“ип 2
3051145	False	0.00452939902610812	False	“ип 2
3053628	False	0.0309973755463638	False	“ип 2
3054357	False	0.0464804139382554	False	“ип 2
3089746	False	0.00443329316588916	False	“ип 1
3104575	False	0.040034401492661	False	“ип 2
3111806	False	0.0118153379690049	False	“ип 2
3124495	False	0.0129054610056229	False	“ип 1
3124762	True	0.355390791417626	False	“ип 2
3464423	False	0.010609957902728	False	“ип 1
3464849	False	0.0359041168384844	False	“ип 1
3465373	True	0.149342833648878	False	“ип 2
3467155	False	0.0182629992752379	False	“ип 1
3467600	True	0.0559162987137686	False	“ип 2
3470091	False	0.00441268714126442	False	“ип 1
3473589	False	0.0430704349243777	False	“ип 2
3476448	True	0.145669428559953	False	“ип 2
3477231	False	0.0140659317076194	False	“ип 2
3477630	False	0.0118153379690049	False	“ип 2
3478122	False	0.0148516534058638	False	“ип 2
3478866	False	0.337144036874923	False	“ип 2
3480801	False	0.0230601350685746	False	“ип 1
3482677	False	0.00751519281192574	False	“ип 2
3483258	True	0.160729958711031	False	“ип 2
3484920	True	0.0398673327275397	False	“ип 1
3485013	True	0.126837999860275	False	“ип 1
3485765	False	0.00375063616004783	False	“ип 1
3486346	False	0.0368229441252154	False	“ип 2
3486583	False	0.0198892041443783	False	“ип 1
3486788	True	0.347094865892047	False	“ип 1
3487164	True	0.135919920529453	False	“ип 1
3487415	False	0.00642044361975746	False	“ип 1
3488640	False	0.0332154670661917	False	“ип 2
3491684	False	0.0343725142853463	False	“ип 1
3491781	False	0.0335127040757788	False	“ип 2
3492184	True	0.0113977227224628	False	“ип 1
3493261	False	0.0151589053105926	False	“ип 1
3493458	True	0.0299222973902474	False	“ип 2
3497674	False	0.00491750470816251	False	“ип 2
3499804	True	0.144776447538212	False	“ип 2
3500691	False	0.0359391757258132	False	“ип 2
3502902	True	0.00902653863921391	False	“ип 2
3504220	False	0.155879196032775	False	“ип 2
3504891	False	0.00367099333917891	False	“ип 1
3505073	False	0.0175892199546925	False	“ип 2
3505294	False	0.0182629992752379	False	“ип 1
3505642	False	0.1705970074591	False	“ип 2
3505871	True	0.390726976754912	False	“ип 1
3507300	True	0.0415946023267173	False	“ип 2
3508471	False	0.0123428666191531	False	“ип 2
3515192	False	0.0452026822494792	False	“ип 2
3516822	False	0.0559162987137686	False	“ип 2
3517357	True	0.0277675660615006	False	“ип 1
3517462	False	0.0514991825775796	False	“ип 2
3520498	False	0.00984169076563023	False	“ип 2
3526860	False	0.00367099333917891	False	“ип 1
3529592	False	0.0514991825775796	False	“ип 2
3529657	True	0.126507111152169	False	“ип 2
3529916	False	0.1705970074591	False	“ип 1
3530183	False	0.123061960810378	False	“ип 2
3533069	True	0.0415946023267173	False	“ип 2
3534618	False	0.00436816824947491	False	“ип 2
3536378	True	0.0430704349243777	False	“ип 2
3536890	False	0.00642044361975746	False	“ип 1
3538311	False	0.00642044361975746	False	“ип 2
3538494	False	0.0107516996807819	False	“ип 1
3539652	False	0.0481208976737514	False	“ип 1
3542319	False	0.0118153379690049	False	“ип 2
3544737	False	0.115641687349649	False	“ип 1
3544990	False	0.0286101400209931	False	“ип 2
3546357	True	0.127045194077482	False	“ип 1
3546608	True	0.0398673327275397	False	“ип 2
3546888	False	0.0135073643945715	False	“ип 2
3547736	False	0.010609957902728	False	“ип 2
3550206	True	0.0415201386406131	False	“ип 2
3550346	True	0.110017335774212	False	“ип 2
3551512	False	0.00311987257445022	False	“ип 2
3553019	False	0.0514991825775796	False	“ип 2
3555933	True	0.0497495493802032	False	“ип 2
3556271	False	0.0360664517978291	False	“ип 2
3556573	False	0.014624860091132	False	“ип 1
3557685	False	0.0123428666191531	False	“ип 2
3560147	True	0.145669428559953	False	“ип 2
3560546	False	0.0211802675027487	False	“ип 1
3560619	False	0.0332154670661917	False	“ип 2
3561275	False	0.0148516534058638	False	“ип 2
3563790	True	0.0176215541375391	False	“ип 2
3564827	True	0.0323532998419159	False	“ип 1
3565556	False	0.0198892041443783	False	“ип 2
3566412	False	0.0309973755463638	False	“ип 1
3570169	False	0.0150076038388076	False	“ип 2
3573397	False	0.0384968407846561	False	“ип 2
3576523	False	0.0430704349243777	False	“ип 2
3578690	False	0.0061923169939484	False	“ип 2
3578763	False	0.0514991825775796	False	“ип 1
3579115	False	0.0636291954629874	False	“ип 1
3579921	False	0.0514991825775796	False	“ип 1
3581888	False	0.0286101400209931	False	“ип 1
3585174	False	0.0124498005979846	False	“ип 2
3585646	False	0.160729958711031	False	“ип 2
3587371	False	0.0191917589244557	False	“ип 1
3587991	False	0.0148516534058638	False	“ип 2
3588254	True	0.135919920529453	False	“ип 2
3590569	True	0.144776447538212	False	“ип 2
3590992	True	0.399427768907382	False	“ип 1
3591662	True	0.0658331419075114	False	“ип 2
3594025	False	0.0108887896959737	False	“ип 1
3595382	False	0.00407228581243338	False	“ип 2
3595986	False	0.0286101400209931	False	“ип 2
3598446	False	0.0368229441252154	False	“ип 2
3598756	False	0.0336646041799851	False	“ип 1
3601331	False	0.0108887896959737	False	“ип 1
3601803	False	0.0368229441252154	False	“ип 1
3603334	False	0.00532817968432443	False	“ип 2
3603555	False	0.106502841096332	False	“ип 2
3604152	False	0.0124498005979846	False	“ип 1
3605914	False	0.0415201386406131	False	“ип 2
3606023	False	0.03883944081898	False	“ип 2
3606716	True	0.11836948165174	False	“ип 1
3608506	True	0.149342833648878	False	“ип 2
3611248	False	0.0360664517978291	False	“ип 1
3611779	False	0.0129054610056229	False	“ип 2
3612139	False	0.0061923169939484	False	“ип 2
3612767	False	0.0497495493802032	False	“ип 1
3613259	False	0.0514991825775796	False	“ип 2
3613364	False	0.100405387184231	False	“ип 2
3613895	False	0.0238989186040306	False	“ип 2
3614697	False	0.0497495493802032	False	“ип 1
3615073	False	0.0182629992752379	False	“ип 1
3616096	True	0.0931868097107694	False	“ип 2
3616681	False	0.0169446767168759	False	“ип 1
3616835	True	0.0368229441252154	False	“ип 1
3617289	True	0.0061923169939484	False	“ип 2
3618641	False	0.0116667202915463	False	“ип 1
3619761	False	0.00491750470816251	False	“ип 1
3626881	False	0.014624860091132	False	“ип 1
3626997	False	0.123061960810378	False	“ип 1
3627284	False	0.0182629992752379	False	“ип 2
3629104	False	0.00902653863921391	False	“ип 1
3633322	False	0.0152289255895074	False	“ип 2
3633438	True	0.0464804139382554	False	“ип 1
3639606	False	0.0155554047942891	False	“ип 2
3641260	False	0.00425559313940782	False	“ип 2
3641635	False	0.0081570425577764	False	“ип 1
3642313	False	0.122860348458132	False	“ип 2
3643484	True	0.144776447538212	False	“ип 2
3644413	False	0.0211802675027487	False	“ип 1
3644685	False	0.0553416295148005	False	“ип 1
3644944	False	0.0559162987137686	False	“ип 1
3646459	False	0.0165895306264838	False	“ип 2
3646580	True	0.141196718956563	False	“ип 1
3647609	False	0.00474252454260962	False	“ип 2
3650111	False	0.0118153379690049	False	“ип 2
3650855	False	0.0211802675027487	False	“ип 1
3652602	False	0.0331843854191571	False	“ип 1
3657396	False	0.00883585837261264	False	“ип 2
3657507	False	0.012794663969453	False	“ип 1
3658384	True	0.0497495493802032	False	“ип 2
3658449	True	0.318939572412996	False	“ип 1
3658910	False	0.0182629992752379	False	“ип 1
3660680	True	0.0230601350685746	False	“ип 2
3663035	False	0.0123428666191531	False	“ип 1
3663752	False	0.0927921255804272	False	“ип 2
3664287	False	0.0151589053105926	False	“ип 1
3665011	False	0.0152009137606911	False	“ип 2
3666107	False	0.00642044361975746	False	“ип 2
3666816	False	0.0343725142853463	False	“ип 1
3668568	False	0.0256224942234364	False	“ип 2
3669807	True	0.122860348458132	False	“ип 2
3670732	True	0.0332154670661917	False	“ип 1
3671062	False	0.137005989143902	False	“ип 2
3671488	False	0.0430704349243777	False	“ип 2
3673790	False	0.00513866188421661	False	“ип 2
3675998	False	0.0398673327275397	False	“ип 2
3676919	False	0.00361702589528474	False	“ип 2
3679535	False	0.00425559313940782	False	“ип 2
3681505	False	0.0256224942234364	False	“ип 2
3682315	False	0.0123200969450382	False	“ип 2
3685853	False	0.0153938508908366	False	“ип 1
3688933	True	0.0155554047942891	False	“ип 1
3691934	True	0.0368229441252154	False	“ип 2
3692140	True	0.0430704349243777	False	“ип 2
3693015	False	0.00512911324846189	False	“ип 1
3696537	False	0.00441268714126442	False	“ип 2
3696804	True	0.0359041168384844	False	“ип 1
3697843	False	0.0335127040757788	False	“ип 2
3698068	False	0.0148516534058638	False	“ип 2
3698653	False	0.00338761270415941	False	“ип 1
3698815	False	0.0116667202915463	False	“ип 1
3700593	True	0.0102345057832995	False	“ип 2
3701263	False	0.0123200969450382	False	“ип 2
3701859	False	0.00642044361975746	False	“ип 2
3705471	True	0.0514991825775796	False	“ип 2
3706990	False	0.107475917116489	False	“ип 2
3709205	False	0.0107516996807819	False	“ип 1
3715450	False	0.0402216191539083	False	“ип 2
3715868	False	0.0658331419075114	False	“ип 2
3716708	False	0.0153938508908366	False	“ип 1
3718700	True	0.0359041168384844	False	“ип 2
3722104	False	0.0198892041443783	False	“ип 2
3722724	True	0.115641687349649	False	“ип 1
3728129	False	0.0152289255895074	False	“ип 2
3729877	False	0.0135073643945715	False	“ип 2
3731367	False	0.010609957902728	False	“ип 2
3734633	False	0.0108887896959737	False	“ип 1
3736830	False	0.0415946023267173	False	“ип 2
3737152	False	0.0182629992752379	False	“ип 2
3738205	True	0.0514991825775796	False	“ип 2
3738671	True	0.0359041168384844	False	“ип 2
3738779	False	0.0061923169939484	False	“ип 1
3739139	True	0.0514991825775796	False	“ип 2
3739287	False	0.00532817968432443	False	“ип 2
3741826	False	0.0153938508908366	False	“ип 2
3743705	False	0.0107516996807819	False	“ип 2
3744701	False	0.00883585837261264	False	“ип 1
3745481	False	0.0211802675027487	False	“ип 2
3745678	False	0.0155554047942891	False	“ип 2
3749177	False	0.00338761270415941	False	“ип 2
3750485	False	0.00367099333917891	False	“ип 2
3753492	False	0.012794663969453	False	“ип 2
3753921	False	0.0430704349243777	False	“ип 2
3754367	False	0.0061923169939484	False	“ип 1
3754413	False	0.0481208976737514	False	“ип 1
3757099	False	0.0238947355891983	False	“ип 1
3759210	False	0.0415946023267173	False	“ип 1
3760235	False	0.00902653863921391	False	“ип 2
3760626	False	0.00441268714126442	False	“ип 2
3761746	False	0.0429934476878925	False	“ип 2
3764710	False	0.0333660664216878	False	“ип 1
3764842	False	0.00532817968432443	False	“ип 1
3765229	False	0.0497495493802032	False	“ип 2
3766691	False	0.0129054610056229	False	“ип 2
3767221	False	0.0306628126917598	False	“ип 1
3768643	False	0.318939572412996	False	“ип 1
3774902	False	0.0183769581552784	False	“ип 1
3775704	False	0.012794663969453	False	“ип 2
3776131	False	0.0415946023267173	False	“ип 2
3777057	False	0.00906849381981903	False	“ип 2
3777421	False	0.0061923169939484	False	“ип 1
3777936	True	0.145669428559953	False	“ип 2
3782476	False	0.0165895306264838	False	“ип 2
3784800	True	0.165507185387905	False	“ип 1
3786404	True	0.123061960810378	False	“ип 1
3789640	False	0.0168722708247246	False	“ип 1
3791599	True	0.0398673327275397	False	“ип 2
3792439	False	0.012794663969453	False	“ип 1
3793206	False	0.040034401492661	False	“ип 2
3794172	False	0.0658331419075114	False	“ип 2
3797554	False	0.0658331419075114	False	“ип 1
3798100	False	0.0123428666191531	False	“ип 2
3801209	False	0.0151589053105926	False	“ип 1
3801667	False	0.0359041168384844	False	“ип 1
3801845	False	0.0219483597403617	False	“ип 2
3802493	False	0.165507185387905	False	“ип 1
3803279	False	0.00436816824947491	False	“ип 2
3810631	False	0.010609957902728	False	“ип 1
3810747	False	0.014624860091132	False	“ип 1
3811859	False	0.00425559313940782	False	“ип 1
3812812	False	0.00883585837261264	False	“ип 2
3813924	False	0.0140011826714516	False	“ип 1
3814149	False	0.00425559313940782	False	“ип 2
3818098	False	0.165507185387905	False	“ип 2
3821811	True	0.0061923169939484	False	“ип 2
3824233	False	0.11836948165174	False	“ип 2
3825000	False	0.11836948165174	False	“ип 2
3827607	False	0.0286101400209931	False	“ип 2
3828972	False	0.0182629992752379	False	“ип 2
3830632	False	0.0430704349243777	False	“ип 1
3833798	False	0.0783517450682887	False	“ип 2
3836916	False	0.0182295099314393	False	“ип 2
3837734	True	0.399427768907382	False	“ип 2
3837939	False	0.00367099333917891	False	“ип 2
3838218	False	0.0118153379690049	False	“ип 1
3838927	False	0.00513866188421661	False	“ип 1
3839869	False	0.0123428666191531	False	“ип 2
3841677	False	0.0108887896959737	False	“ип 1
3843149	False	0.0183134498506778	False	“ип 1
3844137	False	0.0332154670661917	False	“ип 1
3847624	False	0.010609957902728	False	“ип 1
3849449	False	0.0123428666191531	False	“ип 2
3851850	False	0.00361702589528474	False	“ип 2
3852199	False	0.0346649467677935	False	“ип 1
3853284	False	0.0183134498506778	False	“ип 1
3853918	False	0.0559162987137686	False	“ип 2
3854620	False	0.00367099333917891	False	“ип 2
3856852	True	0.1705970074591	False	“ип 2
3859088	False	0.0211802675027487	False	“ип 2
3860507	True	0.137005989143902	False	“ип 2
3861368	False	0.0211802675027487	False	“ип 1
3863824	False	0.0658331419075114	False	“ип 1
3864596	False	0.00367099333917891	False	“ип 1
3865800	False	0.0368229441252154	False	“ип 2
3868214	True	0.122860348458132	False	“ип 2
3868699	False	0.137005989143902	False	“ип 2
3869490	False	0.00642044361975746	False	“ип 2
3871029	False	0.0061923169939484	False	“ип 1
3871355	False	0.0129054610056229	False	“ип 2
3872009	False	0.00361702589528474	False	“ип 2
3873463	False	0.0497495493802032	False	“ип 2
3874389	False	0.0116667202915463	False	“ип 1
3874494	True	0.0359041168384844	False	“ип 2
3874796	True	0.314278400073176	False	“ип 2
3875717	False	0.0757626931534137	False	“ип 2
3876624	False	0.0306628126917598	False	“ип 1
3880893	False	0.0468002830154994	False	“ип 2
3881407	False	0.0468002830154994	False	“ип 1
3882608	True	0.0845421445792121	False	“ип 2
3883191	False	0.0148516534058638	False	“ип 2
3885372	False	0.00441268714126442	False	“ип 2
3885542	True	0.145669428559953	False	“ип 2
3889203	True	0.145669428559953	False	“ип 2
3896765	False	0.0061923169939484	False	“ип 1
3899675	False	0.00443329316588916	False	“ип 1
3899837	True	0.399427768907382	False	“ип 2
3900703	False	0.0116667202915463	False	“ип 1
3901181	False	0.00392726247502054	False	“ип 2
3902838	False	0.00532817968432443	False	“ип 2
3904512	False	0.00452939902610812	False	“ип 1
3905667	True	0.0415946023267173	False	“ип 2
3906418	False	0.00407228581243338	False	“ип 2
3909190	False	0.0219483597403617	False	“ип 1
3909522	False	0.0182629992752379	False	“ип 1
3912957	False	0.0468002830154994	False	“ип 1
3915379	False	0.0123428666191531	False	“ип 1
3915808	False	0.0191917589244557	False	“ип 2
3916448	False	0.00407228581243338	False	“ип 2
3916731	False	0.00452939902610812	False	“ип 2
3918068	False	0.0219483597403617	False	“ип 2
3920569	False	0.0332154670661917	False	“ип 1
3921913	False	0.0151589053105926	False	“ип 1
3923150	False	0.0259035316437563	False	“ип 2
3926516	False	0.0102345057832995	False	“ип 2
3927318	False	0.0061923169939484	False	“ип 1
3928284	False	0.0300289288299185	False	“ип 2
3930459	False	0.0219483597403617	False	“ип 1
3933350	True	0.0384968407846561	False	“ип 2
3934888	False	0.0140011826714516	False	“ип 2
3936007	False	0.0148516534058638	False	“ип 2
3938999	False	0.149342833648878	False	“ип 1
3940519	False	0.0384968407846561	False	“ип 1
3942155	False	0.0128302059744728	False	“ип 2
3945979	False	0.00338761270415941	False	“ип 2
3948072	False	0.0182629992752379	False	“ип 2
3956997	True	0.137005989143902	False	“ип 1
3958515	False	0.144776447538212	False	“ип 2
3960463	False	0.0168722708247246	False	“ип 2
3963276	False	0.127045194077482	False	“ип 1
3965910	False	0.00642044361975746	False	“ип 2
3967565	True	0.0309973755463638	False	“ип 2
3969754	False	0.00883585837261264	False	“ип 2
3970965	False	0.0238947355891983	False	“ип 1
3979695	True	0.0658331419075114	False	“ип 1
3983374	False	0.0061923169939484	False	“ип 2
3985369	True	0.122860348458132	False	“ип 2
3986713	False	0.00452939902610812	False	“ип 2
3990699	False	0.355390791417626	False	“ип 1
3991326	True	0.144776447538212	False	“ип 1
3992225	True	0.0497495493802032	False	“ип 2
3993418	False	0.0927921255804272	False	“ип 1
4010809	False	0.00642044361975746	False	“ип 2
4015274	True	0.149342833648878	False	“ип 2
4015797	False	0.0415946023267173	False	“ип 1
4022092	False	0.0127710716131112	False	“ип 2
4029895	False	0.0402216191539083	False	“ип 2
4032136	False	0.0148516534058638	False	“ип 2
4033256	False	0.0343725142853463	False	“ип 1
4034139	False	0.0153938508908366	False	“ип 2
4035186	False	0.010609957902728	False	“ип 2
